os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
65.0936,15.3625,57.6101,0,100,95,59,1953,8001,6.70807,76,14.2827,0.00260544,5.74884,4208,20215012451
60.9263,16.4133,57.6101,0,100,95,59,1953,8001,6.70807,76,14.2827,0.00260544,5.74884,4208,20315109111
56.5379,17.6872,57.6101,0,100,95,59,1953,8001,6.70807,76,14.2827,0.00260544,5.74884,4208,20415209333
57.028,17.5353,57.6101,0,100,95,59,1953,8001,6.70807,76,14.2827,0.00260544,5.74884,4208,20515310743
53.5644,18.6691,57.6101,0,100,95,59,1953,8001,6.70807,76,14.2827,0.00260544,5.74884,4208,20615418089
61.0544,16.3788,65.0932,0,100,94,59,1953,8001,6.70807,76,14.4291,0.00260544,5.74884,3972,20715491003
40.8857,24.4584,65.0932,0,100,94,59,1953,8001,6.70807,76,14.4291,0.00260544,5.74884,3972,20815597162
53.7627,18.6003,65.0932,0,100,94,59,1953,8001,6.70807,76,14.4291,0.00260544,5.74884,3972,20915725879
55.5388,18.0054,65.0932,0,100,94,59,1953,8001,6.70807,76,14.4291,0.00260544,5.74884,3972,21015829664
68.9913,14.4946,65.0932,0,100,94,59,1953,8001,6.70807,76,14.4291,0.00260544,5.74884,3972,21115941759
61.7482,16.1948,63.3292,0,100,92,59,1920,8001,6.70807,76,14.3233,0.00260544,5.74884,3933,21216063352
59.6787,16.7564,63.3292,0,100,92,59,1920,8001,6.70807,76,14.3233,0.00260544,5.74884,3933,21316186133
60.4931,16.5308,63.3292,0,100,92,59,1920,8001,6.70807,76,14.3233,0.00260544,5.74884,3933,21416318413
